Name,Email Address,Username,Date of Birth,Gender,Location,Membership Start Date,Membership End Date,Subscription Plan,Payment Information,Renewal Status,Usage Frequency,Purchase History,Favorite Genres,Devices Used,Engagement Metrics,Feedback/Ratings,Customer Support Interactions
Joshua Novak,crystalibarra@example.org,crystalibarra,1946-12-29,Male,San Francisco,2024-01-08,2025-01-07,Annual,Amex,Auto-renew,Occasional,Clothing,Action,Tablet,Medium,4.5,1
Daniel Tran,stevensjenny@example.net,stevensjenny,1935-08-21,Male,Jacksonville,2024-03-24,2025-03-24,Annual,Visa,Manual,Regular,Books,Action,Tablet,High,3.7,8
Alyssa Lawrence,meganmason@example.org,meganmason,1945-09-21,Female,Philadelphia,2024-01-30,2025-01-29,Annual,Mastercard,Auto-renew,Regular,Books,Action,Smart TV,Medium,3.9,2
Cindy Griffith,gloriabrennan@example.org,gloriabrennan,1995-05-26,Male,Houston,2024-02-13,2025-02-12,Monthly,Mastercard,Manual,Regular,Clothing,Horror,Smartphone,High,4.5,9
Daniel Ramirez,gjones@example.com,gjones,1938-03-12,Male,Los Angeles,2024-02-08,2025-02-07,Monthly,Visa,Auto-renew,Regular,Electronics,Sci-Fi,Tablet,Medium,5.0,0
Theresa Brown,james53@example.net,james53,1957-07-09,Male,New York,2024-01-07,2025-01-06,Annual,Visa,Auto-renew,Occasional,Clothing,Horror,Tablet,Low,4.2,4
Kelly Jones,candicebeasley@example.org,candicebeasley,1945-05-08,Male,Los Angeles,2024-02-28,2025-02-27,Monthly,Mastercard,Auto-renew,Occasional,Electronics,Action,Smart TV,High,3.3,10
Peter Lee,aschmidt@example.com,aschmidt,1986-07-21,Female,Austin,2024-03-21,2025-03-21,Annual,Amex,Auto-renew,Frequent,Books,Drama,Smartphone,High,4.8,10
Nicholas Marks,zachary39@example.org,zachary39,1999-05-27,Male,San Antonio,2024-01-04,2025-01-03,Annual,Visa,Manual,Regular,Clothing,Comedy,Smart TV,Low,3.6,9
Lance Patton,kristen45@example.net,kristen45,1949-09-11,Male,Jacksonville,2024-02-23,2025-02-22,Annual,Visa,Manual,Regular,Clothing,Horror,Smartphone,High,4.6,9
Valerie Nicholson,katrinasaunders@example.net,katrinasaunders,1999-07-13,Male,Los Angeles,2024-03-25,2025-03-25,Monthly,Visa,Auto-renew,Frequent,Books,Drama,Smart TV,Medium,4.3,4
James Barton,allenkimberly@example.net,allenkimberly,1946-11-21,Female,Chicago,2024-04-07,2025-04-07,Annual,Amex,Manual,Regular,Books,Action,Smart TV,Medium,4.1,10
Jordan Townsend,christophermiller@example.com,christophermiller,1998-03-05,Male,Chicago,2024-03-02,2025-03-02,Annual,Amex,Auto-renew,Regular,Clothing,Romance,Smartphone,Medium,5.0,0
April Bond,laura70@example.com,laura70,1976-03-05,Male,Philadelphia,2024-01-03,2025-01-02,Annual,Visa,Auto-renew,Occasional,Electronics,Horror,Smartphone,High,4.6,6
Ian Jones,lisa27@example.net,lisa27,1990-10-29,Female,Los Angeles,2024-02-28,2025-02-27,Monthly,Visa,Auto-renew,Frequent,Books,Romance,Tablet,Medium,4.6,9
Diana George,raymond70@example.com,raymond70,1961-09-08,Male,Fort Worth,2024-02-17,2025-02-16,Annual,Visa,Auto-renew,Occasional,Clothing,Drama,Tablet,High,3.7,1
Jeffrey Carroll,sharonprice@example.net,sharonprice,1973-07-31,Male,Phoenix,2024-03-10,2025-03-10,Annual,Visa,Auto-renew,Frequent,Electronics,Drama,Smartphone,High,4.4,1
Rhonda Spencer,jessica85@example.org,jessica85,1985-12-13,Female,Los Angeles,2024-01-01,2024-12-31,Annual,Amex,Manual,Occasional,Electronics,Sci-Fi,Tablet,High,4.2,1
Cory Baker,codymalone@example.net,codymalone,1945-08-31,Female,Nashville,2024-04-11,2025-04-11,Monthly,Visa,Auto-renew,Occasional,Books,Comedy,Smartphone,High,4.7,8
Cynthia Brown,allenjones@example.com,allenjones,1953-08-09,Female,Phoenix,2024-03-07,2025-03-07,Annual,Mastercard,Manual,Occasional,Books,Documentary,Tablet,Low,3.4,3
Lindsey Jackson,josephfernandez@example.com,josephfernandez,1992-12-21,Male,Los Angeles,2024-02-21,2025-02-20,Monthly,Visa,Auto-renew,Occasional,Electronics,Romance,Smart TV,Low,4.7,9
Stephen Alvarez,mmullins@example.com,mmullins,1941-12-21,Male,Phoenix,2024-03-12,2025-03-12,Annual,Mastercard,Auto-renew,Frequent,Books,Horror,Smart TV,Low,3.9,9
Danielle Caldwell,beckymorrow@example.com,beckymorrow,1998-04-21,Female,New York,2024-03-07,2025-03-07,Monthly,Amex,Manual,Frequent,Clothing,Romance,Tablet,Low,3.2,4
Nicole Buck,simmonsalyssa@example.net,simmonsalyssa,1995-12-17,Male,Charlotte,2024-01-12,2025-01-11,Monthly,Amex,Manual,Frequent,Books,Romance,Tablet,Low,4.9,0
Nicole Ellis,freemanlori@example.org,freemanlori,1947-10-29,Female,Charlotte,2024-02-21,2025-02-20,Annual,Amex,Manual,Frequent,Clothing,Drama,Smart TV,Low,3.0,6
Harry Scott,joseconner@example.com,joseconner,2002-09-15,Female,Denver,2024-02-27,2025-02-26,Monthly,Mastercard,Manual,Regular,Books,Comedy,Tablet,High,4.5,9
Alec Price,egarcia@example.org,egarcia,1950-01-28,Female,Phoenix,2024-02-10,2025-02-09,Monthly,Mastercard,Manual,Regular,Electronics,Romance,Smartphone,Medium,5.0,7
Javier Phillips,arthur57@example.net,arthur57,1996-11-25,Female,Los Angeles,2024-01-11,2025-01-10,Monthly,Amex,Manual,Occasional,Clothing,Drama,Smart TV,Medium,3.6,8
Sandra Mcclure,isabella74@example.com,isabella74,1999-01-02,Female,Houston,2024-03-05,2025-03-05,Annual,Mastercard,Manual,Regular,Books,Action,Tablet,Low,4.4,6
Jessica Lam,ericaduran@example.org,ericaduran,1970-08-02,Female,Dallas,2024-02-05,2025-02-04,Monthly,Amex,Manual,Occasional,Electronics,Drama,Smart TV,Medium,4.7,4
James Hall,andrewstim@example.net,andrewstim,1960-08-08,Male,New York,2024-04-06,2025-04-06,Annual,Amex,Auto-renew,Frequent,Clothing,Horror,Tablet,High,3.3,9
Sergio Sanchez,callen@example.com,callen,2004-08-20,Female,Charlotte,2024-03-19,2025-03-19,Annual,Visa,Manual,Frequent,Electronics,Comedy,Smartphone,Medium,4.3,0
William Baker,charlessheppard@example.net,charlessheppard,1939-01-17,Female,Jacksonville,2024-04-05,2025-04-05,Annual,Visa,Auto-renew,Regular,Books,Documentary,Smartphone,Low,4.8,8
Nicole Gomez,allenryan@example.com,allenryan,1997-07-18,Female,Jacksonville,2024-01-26,2025-01-25,Monthly,Amex,Manual,Frequent,Clothing,Horror,Smartphone,High,4.1,2
John Morrow,cindyrogers@example.net,cindyrogers,1977-07-01,Female,Los Angeles,2024-01-18,2025-01-17,Annual,Visa,Manual,Regular,Clothing,Romance,Smart TV,Medium,4.8,9
Katherine Henderson,hernandeztravis@example.com,hernandeztravis,1981-10-08,Female,Oklahoma City,2024-03-23,2025-03-23,Annual,Mastercard,Auto-renew,Regular,Clothing,Action,Smart TV,Medium,3.5,0
Veronica Smith,brittanyrojas@example.net,brittanyrojas,1980-03-10,Male,San Francisco,2024-01-18,2025-01-17,Annual,Visa,Manual,Regular,Clothing,Romance,Smartphone,High,3.5,0
Ronnie Baker,xshaffer@example.com,xshaffer,1975-03-10,Female,Chicago,2024-01-14,2025-01-13,Monthly,Amex,Auto-renew,Occasional,Electronics,Comedy,Smartphone,Low,3.7,5
Ashley Perkins,qramsey@example.net,qramsey,1973-11-03,Male,New York,2024-03-12,2025-03-12,Annual,Amex,Auto-renew,Frequent,Electronics,Comedy,Smart TV,Medium,3.1,2
Caleb Hill,heatherphillips@example.net,heatherphillips,1964-11-21,Female,Boston,2024-03-19,2025-03-19,Monthly,Mastercard,Manual,Frequent,Books,Comedy,Smart TV,High,3.8,4
Robert Carr,abigailwilson@example.org,abigailwilson,1966-07-19,Female,New York,2024-01-22,2025-01-21,Monthly,Amex,Manual,Frequent,Books,Drama,Tablet,Medium,3.4,3
Nicholas Walker,lberg@example.com,lberg,1985-11-21,Female,Charlotte,2024-02-01,2025-01-31,Monthly,Mastercard,Auto-renew,Occasional,Electronics,Drama,Tablet,Low,3.1,10
Zachary Smith,heathershields@example.org,heathershields,1950-09-09,Female,El Paso,2024-03-02,2025-03-02,Annual,Amex,Manual,Occasional,Books,Drama,Tablet,Low,4.2,8
Leah Farrell,melodystanley@example.net,melodystanley,1933-05-07,Female,Austin,2024-01-21,2025-01-20,Monthly,Amex,Manual,Occasional,Clothing,Sci-Fi,Tablet,Medium,4.5,5
Heidi Yoder,holly50@example.net,holly50,1955-01-20,Female,New York,2024-02-10,2025-02-09,Monthly,Mastercard,Manual,Regular,Electronics,Drama,Smart TV,High,4.8,0
Gregory Perez,jerry34@example.net,jerry34,1999-12-13,Male,Houston,2024-03-19,2025-03-19,Monthly,Amex,Manual,Frequent,Books,Horror,Tablet,High,4.0,10
Tim Brown,michelefoster@example.com,michelefoster,1937-11-03,Female,Oklahoma City,2024-02-15,2025-02-14,Monthly,Amex,Manual,Frequent,Books,Comedy,Tablet,Medium,3.8,4
Michelle Foster DDS,brent52@example.org,brent52,1982-12-07,Male,El Paso,2024-03-09,2025-03-09,Annual,Visa,Auto-renew,Regular,Books,Sci-Fi,Smart TV,High,4.6,5
Jose Garcia,michael05@example.org,michael05,1946-11-28,Male,Oklahoma City,2024-01-28,2025-01-27,Annual,Mastercard,Manual,Regular,Books,Romance,Tablet,Medium,4.6,1
Richard Casey,oyoung@example.org,oyoung,1993-09-09,Female,Houston,2024-03-04,2025-03-04,Annual,Amex,Auto-renew,Occasional,Books,Documentary,Smart TV,Medium,5.0,7
Eileen Thomas,phillipsaustin@example.net,phillipsaustin,1962-08-01,Female,Los Angeles,2024-03-30,2025-03-30,Annual,Mastercard,Manual,Regular,Clothing,Romance,Tablet,Medium,4.3,2
Rachel Herrera,cmooney@example.org,cmooney,1939-06-19,Female,Los Angeles,2024-01-25,2025-01-24,Monthly,Amex,Auto-renew,Occasional,Electronics,Horror,Smartphone,Low,4.5,3
Whitney Williams,debramckinney@example.net,debramckinney,1939-01-17,Male,San Diego,2024-02-22,2025-02-21,Monthly,Mastercard,Manual,Frequent,Books,Horror,Smart TV,Low,4.4,7
John Cooke,xpearson@example.com,xpearson,1986-12-13,Male,Los Angeles,2024-03-03,2025-03-03,Annual,Mastercard,Manual,Regular,Clothing,Sci-Fi,Smart TV,Medium,3.1,6
Angela Atkins,sstevens@example.net,sstevens,1974-05-18,Male,Nashville,2024-02-11,2025-02-10,Annual,Amex,Auto-renew,Regular,Clothing,Documentary,Tablet,Low,3.1,0
Stephen Price,amber88@example.net,amber88,1983-10-04,Female,Boston,2024-02-16,2025-02-15,Annual,Visa,Auto-renew,Frequent,Electronics,Romance,Smartphone,Low,3.3,1
Luis Phillips,shawn20@example.net,shawn20,1940-03-01,Female,San Antonio,2024-03-27,2025-03-27,Annual,Mastercard,Auto-renew,Regular,Books,Romance,Tablet,Medium,3.6,1
Juan Moody,scott11@example.net,scott11,1980-03-23,Male,Chicago,2024-03-19,2025-03-19,Monthly,Amex,Auto-renew,Occasional,Clothing,Documentary,Tablet,Medium,4.3,9
Lauren Wallace,rrobinson@example.net,rrobinson,1990-07-14,Male,Nashville,2024-03-19,2025-03-19,Annual,Mastercard,Manual,Regular,Clothing,Documentary,Smartphone,High,4.3,10
Lisa Gay,olivercolton@example.net,olivercolton,1956-05-12,Male,New York,2024-02-01,2025-01-31,Monthly,Visa,Manual,Regular,Clothing,Sci-Fi,Smart TV,Low,3.0,4
Kevin Miller,kristen14@example.org,kristen14,1940-05-20,Male,Nashville,2024-01-06,2025-01-05,Monthly,Mastercard,Auto-renew,Frequent,Clothing,Horror,Smartphone,High,3.3,5
Heather Powell,gcole@example.com,gcole,1983-09-24,Male,New York,2024-03-28,2025-03-28,Annual,Amex,Manual,Frequent,Clothing,Action,Smart TV,Medium,4.8,8
James Brown,iryan@example.com,iryan,1965-02-21,Female,Houston,2024-02-23,2025-02-22,Annual,Amex,Manual,Occasional,Electronics,Romance,Tablet,Low,4.9,3
Lauren Stevenson,laurenmyers@example.com,laurenmyers,1934-05-27,Male,Houston,2024-01-01,2024-12-31,Monthly,Visa,Auto-renew,Frequent,Clothing,Romance,Smartphone,Medium,4.5,8
Kenneth Clark,dwright@example.net,dwright,1955-12-28,Male,Boston,2024-02-01,2025-01-31,Annual,Mastercard,Auto-renew,Regular,Books,Documentary,Tablet,High,3.3,2
Christine Williams,rodriguezcassandra@example.com,rodriguezcassandra,1937-10-23,Female,Chicago,2024-03-27,2025-03-27,Monthly,Visa,Auto-renew,Regular,Books,Comedy,Smartphone,Low,3.8,1
Kevin Gonzalez,rebeccawilliamson@example.com,rebeccawilliamson,1947-11-16,Male,Dallas,2024-01-20,2025-01-19,Annual,Visa,Auto-renew,Regular,Books,Drama,Tablet,Medium,3.8,0
Dan Pennington,amycampbell@example.net,amycampbell,1997-10-23,Male,San Jose,2024-02-17,2025-02-16,Annual,Amex,Manual,Occasional,Clothing,Sci-Fi,Smartphone,Low,3.7,4
Jason Smith,karen93@example.org,karen93,1965-06-01,Female,San Jose,2024-04-09,2025-04-09,Annual,Visa,Manual,Occasional,Books,Horror,Smartphone,Medium,5.0,2
Brandi Johnson,zmoran@example.com,zmoran,1961-07-27,Female,Houston,2024-03-04,2025-03-04,Monthly,Amex,Auto-renew,Occasional,Electronics,Drama,Tablet,Low,4.4,3
Tiffany Lewis,theresa58@example.net,theresa58,1995-06-24,Female,San Antonio,2024-03-24,2025-03-24,Annual,Visa,Manual,Occasional,Electronics,Romance,Smartphone,Low,4.7,1
Whitney Holden,jwelch@example.org,jwelch,1998-07-14,Female,El Paso,2024-02-04,2025-02-03,Annual,Mastercard,Manual,Frequent,Clothing,Horror,Smart TV,High,3.2,5
Melissa Nguyen,rosealisha@example.org,rosealisha,1999-10-01,Male,Los Angeles,2024-02-24,2025-02-23,Annual,Visa,Auto-renew,Frequent,Electronics,Horror,Tablet,Medium,3.0,0
Anthony Jacobs,ihernandez@example.net,ihernandez,1990-08-12,Female,Houston,2024-01-27,2025-01-26,Monthly,Amex,Manual,Frequent,Clothing,Comedy,Smart TV,Medium,3.1,0
Anthony Fletcher,kevinmiller@example.org,kevinmiller,1987-02-02,Female,Fort Worth,2024-02-21,2025-02-20,Annual,Amex,Manual,Regular,Books,Action,Smart TV,Medium,3.4,0
Christopher Odonnell,richard37@example.org,richard37,1967-02-17,Male,Los Angeles,2024-03-15,2025-03-15,Monthly,Visa,Auto-renew,Frequent,Electronics,Horror,Smart TV,High,4.3,6
Benjamin Martinez,brandonmatthews@example.com,brandonmatthews,1950-01-07,Female,Chicago,2024-03-23,2025-03-23,Monthly,Visa,Manual,Frequent,Electronics,Drama,Tablet,Low,3.6,4
William Navarro,brenda66@example.com,brenda66,1970-01-19,Female,Washington,2024-01-25,2025-01-24,Annual,Visa,Manual,Regular,Books,Action,Smart TV,Low,3.7,10
Allison Anderson,patty13@example.com,patty13,2003-12-03,Female,Los Angeles,2024-04-04,2025-04-04,Annual,Amex,Auto-renew,Occasional,Books,Drama,Smartphone,Medium,4.9,3
Donna Mcdonald,julie02@example.org,julie02,1998-07-22,Male,Dallas,2024-03-28,2025-03-28,Annual,Mastercard,Auto-renew,Frequent,Books,Horror,Smart TV,Medium,4.7,5
Jamie Thomas,melissa14@example.org,melissa14,1979-03-10,Female,Philadelphia,2024-01-03,2025-01-02,Monthly,Mastercard,Auto-renew,Occasional,Electronics,Action,Tablet,Medium,3.5,0
Ernest Moses,david32@example.org,david32,1995-07-28,Female,Oklahoma City,2024-01-03,2025-01-02,Annual,Visa,Auto-renew,Occasional,Electronics,Action,Smart TV,High,4.2,0
Matthew Hanson,kwest@example.com,kwest,1994-10-13,Female,Washington,2024-02-10,2025-02-09,Annual,Mastercard,Manual,Regular,Books,Action,Smartphone,High,3.1,8
Veronica Kelley,xjenkins@example.org,xjenkins,1955-10-06,Male,New York,2024-04-03,2025-04-03,Annual,Mastercard,Auto-renew,Regular,Electronics,Documentary,Tablet,Low,4.3,10
Linda Reeves,angel63@example.net,angel63,1949-08-28,Female,San Jose,2024-01-29,2025-01-28,Annual,Mastercard,Manual,Occasional,Electronics,Horror,Smartphone,Low,4.9,4
Christopher Mendoza,harmontheresa@example.com,harmontheresa,1984-01-10,Male,Phoenix,2024-04-09,2025-04-09,Monthly,Visa,Auto-renew,Regular,Books,Romance,Smart TV,Medium,4.1,3
Jesus Robertson,bennettlauren@example.org,bennettlauren,1966-11-09,Female,Boston,2024-04-03,2025-04-03,Annual,Mastercard,Auto-renew,Frequent,Electronics,Romance,Smartphone,Medium,3.3,4
Jamie Gilmore,amber55@example.com,amber55,1957-07-30,Male,Seattle,2024-01-02,2025-01-01,Monthly,Mastercard,Manual,Regular,Books,Drama,Tablet,Medium,4.2,7
James Collins,ahernandez@example.org,ahernandez,1946-09-19,Male,New York,2024-02-04,2025-02-03,Monthly,Amex,Auto-renew,Regular,Clothing,Action,Tablet,Low,4.3,1
Miss Mary Dunn,edward98@example.org,edward98,1937-04-10,Female,New York,2024-03-25,2025-03-25,Annual,Mastercard,Manual,Regular,Electronics,Comedy,Smartphone,Medium,4.4,1
Brian Garner,lowetamara@example.org,lowetamara,1997-05-04,Female,Jacksonville,2024-03-06,2025-03-06,Annual,Visa,Auto-renew,Frequent,Electronics,Action,Tablet,Medium,4.8,5
Rebecca Kennedy,brittanygoodman@example.net,brittanygoodman,1958-09-15,Female,San Jose,2024-03-05,2025-03-05,Monthly,Visa,Manual,Regular,Clothing,Drama,Smartphone,Low,4.0,7
Heather Rivera,fodom@example.com,fodom,1980-01-21,Female,Denver,2024-04-10,2025-04-10,Monthly,Visa,Auto-renew,Frequent,Electronics,Horror,Smartphone,High,3.8,3
Vanessa Harris,kathygarrison@example.com,kathygarrison,1956-01-26,Female,Indianapolis,2024-01-31,2025-01-30,Annual,Amex,Manual,Regular,Clothing,Romance,Smart TV,High,4.3,5
Mr. Noah Hebert,patrickhenderson@example.org,patrickhenderson,1973-01-16,Female,Los Angeles,2024-01-12,2025-01-11,Monthly,Visa,Manual,Occasional,Books,Action,Smartphone,High,4.3,0
Jerry Clark,jasmine55@example.com,jasmine55,1958-02-22,Male,Chicago,2024-01-21,2025-01-20,Monthly,Mastercard,Auto-renew,Occasional,Books,Romance,Tablet,Low,4.8,4
Kim James,frank53@example.org,frank53,1940-01-23,Male,Chicago,2024-01-06,2025-01-05,Monthly,Amex,Manual,Frequent,Books,Sci-Fi,Tablet,Low,4.9,6
April Long,apatterson@example.org,apatterson,2004-10-13,Female,San Jose,2024-01-17,2025-01-16,Annual,Mastercard,Auto-renew,Frequent,Clothing,Documentary,Smartphone,Low,3.7,0
Michael Johnson,stephenstevens@example.com,stephenstevens,1979-10-28,Male,Los Angeles,2024-04-05,2025-04-05,Annual,Mastercard,Manual,Frequent,Electronics,Horror,Smart TV,Medium,3.3,0
Vincent Conner,aaronking@example.net,aaronking,1995-06-28,Female,Chicago,2024-01-31,2025-01-30,Monthly,Mastercard,Auto-renew,Occasional,Books,Romance,Smart TV,Medium,4.3,8
Jordan Stephens,thompsonterrance@example.com,thompsonterrance,1988-08-11,Male,Jacksonville,2024-03-02,2025-03-02,Monthly,Mastercard,Auto-renew,Regular,Books,Action,Tablet,High,4.0,10
Stefanie Robinson,austin94@example.net,austin94,1962-05-15,Male,Charlotte,2024-03-24,2025-03-24,Annual,Amex,Manual,Regular,Books,Drama,Smart TV,Low,4.8,10
Rachael Ramos,brian67@example.com,brian67,2002-09-30,Female,Washington,2024-01-26,2025-01-25,Annual,Visa,Auto-renew,Occasional,Electronics,Documentary,Smart TV,Low,3.7,1
Jerry Romero,christinareese@example.net,christinareese,1967-07-19,Female,Chicago,2024-02-20,2025-02-19,Monthly,Mastercard,Manual,Regular,Clothing,Comedy,Smart TV,Medium,4.6,10
Joe Buchanan,lindalevy@example.net,lindalevy,1989-12-03,Male,Houston,2024-04-02,2025-04-02,Monthly,Amex,Manual,Frequent,Electronics,Documentary,Smartphone,Medium,4.1,0
Richard Martinez,kellymiller@example.com,kellymiller,1939-10-13,Female,Los Angeles,2024-02-27,2025-02-26,Annual,Amex,Auto-renew,Frequent,Electronics,Action,Smartphone,High,4.4,8
Stephen Shaw,derek79@example.org,derek79,1942-09-13,Female,New York,2024-01-27,2025-01-26,Monthly,Mastercard,Auto-renew,Occasional,Clothing,Action,Smartphone,Medium,4.5,5
Meghan Martin,qhill@example.org,qhill,1935-02-15,Female,San Francisco,2024-03-09,2025-03-09,Annual,Mastercard,Manual,Regular,Electronics,Horror,Tablet,Low,4.6,2
Ann Page,bdelacruz@example.org,bdelacruz,1974-03-21,Male,San Diego,2024-04-12,2025-04-12,Monthly,Amex,Auto-renew,Regular,Clothing,Action,Tablet,Medium,4.2,7
Vanessa Williams,kristinelewis@example.org,kristinelewis,1976-08-25,Female,Los Angeles,2024-02-09,2025-02-08,Monthly,Mastercard,Auto-renew,Frequent,Electronics,Documentary,Smartphone,Low,4.4,5
Alexander Harris,austin55@example.net,austin55,1998-09-10,Male,Seattle,2024-01-28,2025-01-27,Annual,Visa,Auto-renew,Regular,Electronics,Comedy,Smart TV,Low,4.1,4
Henry Campbell,anthonykeller@example.org,anthonykeller,1984-10-09,Male,Austin,2024-04-14,2025-04-14,Monthly,Visa,Manual,Frequent,Electronics,Horror,Smart TV,Low,3.3,9
Heather Williams,seannorris@example.net,seannorris,1983-05-12,Female,Houston,2024-03-08,2025-03-08,Monthly,Visa,Manual,Regular,Clothing,Action,Smart TV,Low,4.1,1
Robert Davis,anthony28@example.net,anthony28,1966-06-28,Male,San Diego,2024-03-12,2025-03-12,Monthly,Mastercard,Manual,Frequent,Clothing,Action,Tablet,Medium,4.5,10
Shannon Conner,jacqueline84@example.com,jacqueline84,1966-11-24,Male,Columbus,2024-03-29,2025-03-29,Annual,Visa,Auto-renew,Regular,Electronics,Comedy,Smartphone,Low,4.5,8
Charles Edwards,denisefox@example.com,denisefox,1963-10-04,Female,Dallas,2024-03-12,2025-03-12,Annual,Amex,Manual,Frequent,Books,Documentary,Smartphone,Medium,4.1,3
Jeff Evans,rachelstevens@example.com,rachelstevens,1939-04-07,Female,Boston,2024-01-03,2025-01-02,Annual,Amex,Auto-renew,Frequent,Electronics,Documentary,Smart TV,High,4.9,0
Jill White,ocobb@example.com,ocobb,1947-02-07,Male,Phoenix,2024-02-16,2025-02-15,Monthly,Visa,Auto-renew,Regular,Books,Action,Smart TV,High,4.6,0
Tracey Mora,vthomas@example.com,vthomas,1952-12-26,Female,Indianapolis,2024-01-12,2025-01-11,Annual,Mastercard,Auto-renew,Frequent,Electronics,Romance,Smartphone,Medium,4.4,0
Brent Young,dlane@example.com,dlane,1946-12-14,Male,San Antonio,2024-04-08,2025-04-08,Annual,Amex,Manual,Regular,Electronics,Drama,Smartphone,Low,3.0,8
David Wood,wward@example.net,wward,1991-03-24,Male,Indianapolis,2024-01-12,2025-01-11,Monthly,Visa,Manual,Occasional,Electronics,Documentary,Smart TV,High,4.0,7
Shawn Carter,mccarthykathleen@example.com,mccarthykathleen,1933-07-08,Male,San Diego,2024-03-13,2025-03-13,Monthly,Amex,Manual,Occasional,Books,Documentary,Tablet,High,3.7,3
Daniel Maldonado,thomasoneill@example.com,thomasoneill,1996-04-05,Female,Denver,2024-01-02,2025-01-01,Monthly,Amex,Manual,Frequent,Electronics,Action,Smartphone,Medium,4.7,9
Tyler Taylor,anthony10@example.com,anthony10,2004-12-17,Male,Phoenix,2024-01-10,2025-01-09,Monthly,Visa,Auto-renew,Regular,Books,Horror,Smartphone,Low,3.6,5
Elizabeth Carter,karen42@example.net,karen42,1968-08-14,Female,Los Angeles,2024-02-18,2025-02-17,Annual,Amex,Auto-renew,Regular,Books,Romance,Smartphone,High,4.7,3
Kevin Galloway,allenbenjamin@example.net,allenbenjamin,1981-10-04,Male,Chicago,2024-03-21,2025-03-21,Monthly,Amex,Auto-renew,Occasional,Clothing,Documentary,Smartphone,Low,3.4,3
Donna Castillo,prichards@example.net,prichards,1978-03-27,Male,Chicago,2024-04-14,2025-04-14,Monthly,Mastercard,Manual,Occasional,Clothing,Romance,Smartphone,Low,3.4,6
Jennifer Hamilton,rebeccaochoa@example.com,rebeccaochoa,1996-01-22,Male,Indianapolis,2024-03-29,2025-03-29,Monthly,Mastercard,Auto-renew,Occasional,Books,Action,Tablet,Medium,4.2,8
Willie Bennett,misty07@example.org,misty07,1947-05-12,Male,Chicago,2024-04-09,2025-04-09,Monthly,Mastercard,Auto-renew,Regular,Books,Romance,Tablet,High,4.2,8
Susan Knight,smithjason@example.org,smithjason,1988-07-18,Male,Phoenix,2024-02-20,2025-02-19,Annual,Amex,Manual,Occasional,Books,Drama,Smartphone,High,3.0,8
Joseph Drake,melindajohnson@example.com,melindajohnson,1965-07-28,Male,San Antonio,2024-04-12,2025-04-12,Monthly,Amex,Auto-renew,Regular,Clothing,Romance,Smartphone,Medium,4.6,5
Gina Carey,angel52@example.org,angel52,1952-02-07,Male,Fort Worth,2024-03-10,2025-03-10,Monthly,Visa,Manual,Frequent,Clothing,Drama,Smart TV,High,4.8,0
Jessica King,downslawrence@example.com,downslawrence,1992-08-12,Female,Oklahoma City,2024-03-27,2025-03-27,Monthly,Mastercard,Auto-renew,Regular,Books,Comedy,Tablet,Medium,3.9,6
Christopher Oliver,thompsonlauren@example.org,thompsonlauren,1969-02-11,Female,Seattle,2024-02-27,2025-02-26,Annual,Amex,Manual,Frequent,Clothing,Comedy,Tablet,High,4.9,5
Beth Johnson,jenniferjohnson@example.net,jenniferjohnson,2000-11-13,Female,Austin,2024-04-09,2025-04-09,Annual,Amex,Auto-renew,Regular,Books,Sci-Fi,Smart TV,Medium,3.5,3
Jonathan Dixon,tammymanning@example.net,tammymanning,1976-06-17,Female,San Jose,2024-02-22,2025-02-21,Monthly,Mastercard,Manual,Regular,Clothing,Action,Smartphone,High,3.5,6
Jennifer King,gordonkaren@example.com,gordonkaren,2002-12-31,Female,Phoenix,2024-03-12,2025-03-12,Monthly,Mastercard,Manual,Occasional,Books,Sci-Fi,Smartphone,High,4.3,5
Tina Burke,jenniferevans@example.org,jenniferevans,1964-10-03,Female,Columbus,2024-03-04,2025-03-04,Annual,Visa,Manual,Regular,Electronics,Documentary,Smartphone,High,4.5,1
Mary Dunn,ojimenez@example.com,ojimenez,1959-12-30,Female,Jacksonville,2024-03-25,2025-03-25,Annual,Visa,Manual,Frequent,Clothing,Documentary,Smart TV,Low,3.8,10
Jacob Mitchell,wfox@example.net,wfox,2001-01-05,Male,Dallas,2024-02-09,2025-02-08,Monthly,Mastercard,Auto-renew,Frequent,Clothing,Comedy,Smartphone,Low,4.4,8
Jennifer Watts,georgepeterson@example.com,georgepeterson,1933-06-07,Female,Los Angeles,2024-03-13,2025-03-13,Monthly,Amex,Manual,Regular,Clothing,Sci-Fi,Tablet,Medium,3.4,8
Shirley Salazar,margarethodge@example.org,margarethodge,1995-03-04,Male,Los Angeles,2024-02-03,2025-02-02,Annual,Mastercard,Auto-renew,Regular,Electronics,Documentary,Tablet,High,4.9,10
Kayla Kelley,bradyronnie@example.com,bradyronnie,1992-07-18,Male,Los Angeles,2024-01-02,2025-01-01,Annual,Mastercard,Manual,Occasional,Electronics,Comedy,Tablet,High,4.3,6
Eric Moore,shannonortiz@example.com,shannonortiz,1983-09-13,Male,Austin,2024-01-23,2025-01-22,Annual,Mastercard,Auto-renew,Regular,Clothing,Action,Tablet,High,4.5,0
Darren Hall,brian96@example.org,brian96,1981-01-01,Male,New York,2024-02-06,2025-02-05,Monthly,Amex,Auto-renew,Regular,Electronics,Romance,Tablet,Medium,4.8,1
